#
# Ground-based BVRcIc photometry of Kepler Cepheid
# V1154 Cygni and Cepheid candidates
#
# SRO: Sonoita Research Obs.  LOT: Lulin One-meter Telescope 
# SLT: SLT, lulin Obs.        TNG: Tenagra Obs.
#
# KIC ID      HJD            magnitude  mag_err  Filter   Observatory
#
08022670   2455327.9581         11.765  0.004   I  TNG
08022670   2455329.9596         11.364  0.002   I  TNG
08022670   2455330.9599         11.489  0.003   I  TNG
08022670   2455332.9559         11.723  0.003   I  TNG
08022670   2455333.9539         11.386  0.002   I  TNG
08022670   2455334.9506         11.473  0.002   I  TNG
08022670   2455335.9484         11.714  0.003   I  TNG
08022670   2455336.9531         11.753  0.003   I  TNG
08022670   2455338.9392         11.437  0.003   I  TNG
08022670   2455339.9368         11.683  0.003   I  TNG
08022670   2455342.9284         11.406  0.003   I  TNG
08022670   2455343.9259         11.637  0.003   I  TNG
08022670   2455346.9250         11.400  0.003   I  TNG
08022670   2455347.9226         11.610  0.003   I  TNG
08022670   2455348.9422         11.815  0.003   I  TNG
08022670   2455349.9100         11.564  0.003   I  TNG
08022670   2455350.9156         11.373  0.003   I  TNG
08022670   2455351.9048         11.571  0.003   I  TNG
08022670   2455352.9019         11.806  0.003   I  TNG
08022670   2455355.8934         11.539  0.003   I  TNG
08022670   2455356.8905         11.784  0.003   I  TNG
08022670   2455357.8880         11.673  0.003   I  TNG
08022670   2455328.9612         11.667  0.004   I  TNG
12406908   2455339.9485         13.759  0.005   B  TNG
12406908   2455342.9400         13.820  0.006   B  TNG
12406908   2455343.9376         13.854  0.006   B  TNG
12406908   2455346.9290         13.899  0.006   B  TNG
12406908   2455347.9266         13.866  0.006   B  TNG
12406908   2455348.7542         13.864  0.007   B  TNG
12406908   2455349.9215         13.843  0.005   B  TNG
12406908   2455350.9195         13.807  0.007   B  TNG
12406908   2455351.9163         13.760  0.006   B  TNG
12406908   2455352.9133         13.780  0.006   B  TNG
12406908   2455355.9047         13.824  0.006   B  TNG
12406908   2455357.8994         13.873  0.006   B  TNG
12406908   2455356.9019         13.864  0.006   B  TNG
12406908   2455339.9496         12.908  0.004   V  TNG
12406908   2455342.9412         12.957  0.005   V  TNG
12406908   2455343.9387         12.981  0.005   V  TNG
12406908   2455346.9301         13.032  0.005   V  TNG
12406908   2455347.9277         13.029  0.005   V  TNG
12406908   2455348.7531         13.005  0.005   V  TNG
12406908   2455349.9226         12.947  0.005   V  TNG
12406908   2455350.9207         12.939  0.005   V  TNG
12406908   2455351.9174         12.907  0.004   V  TNG
12406908   2455352.9145         12.891  0.005   V  TNG
12406908   2455355.9058         12.964  0.005   V  TNG
12406908   2455357.9005         13.002  0.005   V  TNG
12406908   2455356.9030         12.982  0.005   V  TNG
12406908   2455339.9505         12.176  0.002   R  TNG
12406908   2455342.9421         12.242  0.002   R  TNG
12406908   2455343.9397         12.271  0.002   R  TNG
12406908   2455346.9311         12.305  0.002   R  TNG
12406908   2455347.9287         12.297  0.002   R  TNG
12406908   2455348.7521         12.291  0.003   R  TNG
12406908   2455349.9236         12.257  0.002   R  TNG
12406908   2455350.9216         12.225  0.003   R  TNG
12406908   2455351.9183         12.201  0.002   R  TNG
12406908   2455352.9154         12.203  0.003   R  TNG
12406908   2455355.9068         12.234  0.002   R  TNG
12406908   2455357.9014         12.287  0.002   R  TNG
12406908   2455356.9040         12.268  0.002   R  TNG
12406908   2455339.9515         11.617  0.002   I  TNG
12406908   2455342.9431         11.657  0.002   I  TNG
12406908   2455343.9406         11.671  0.002   I  TNG
12406908   2455346.9320         11.721  0.002   I  TNG
12406908   2455347.9296         11.712  0.002   I  TNG
12406908   2455348.7511         11.696  0.003   I  TNG
12406908   2455349.9245         11.676  0.002   I  TNG
12406908   2455350.9226         11.643  0.003   I  TNG
12406908   2455351.9193         11.643  0.002   I  TNG
12406908   2455352.9164         11.630  0.003   I  TNG
12406908   2455355.9077         11.650  0.002   I  TNG
12406908   2455357.9024         11.700  0.002   I  TNG
12406908   2455356.9049         11.698  0.002   I  TNG
